week_num,sku_num,beer_brand,sku_size_oz,bottle,light_color,amber_color,golden_color,lite_beer,regular_beer,ad_spend,price_per_oz,beer_distbn,promo,beer_sales_vol,month
11,40,Heineken,288.0000001,1,0,0,1,0,1,58738.00025,0.093322559,0.109090909,1,2016,3
11,74,Miller,95.99999998,1,1,0,0,1,0,15313,0.034755689,0.018181818,1,384.0000002,3
8,69,Michelbob,72.00000002,1,0,1,0,1,0,1,0.073028851,0.345454545,1,7415.999998,2
2,78,Miller,72.00000002,1,1,0,0,1,0,151965.9999,0.059779946,0.181818182,1,5903.999998,1
7,71,Miller,144,1,1,0,0,0,1,85000.99999,0.049490983,0.4,63.07000002,4176.000002,2
5,1,Amstel,144,0,0,1,0,1,0,14758.00001,0.098362813,0.490909091,17.66999999,8640.000002,2
2,1,Amstel,144,0,0,1,0,1,0,14758.00001,0.098325912,0.418181818,18.39000001,6624,1
7,38,Heineken,144,1,0,0,1,0,1,58738.00025,0.098348152,0.963636363,96.17000003,98352.00008,2
14,25,Coors,144,0,1,0,0,1,0,140427,0.05980706,1,1,135360.0007,4
2,11,Bud,144,1,1,0,0,1,0,151079.0003,0.05821508,0.981818181,90.78,73296.00028,1
10,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.09889166,0.872727273,94.97999999,35856.00014,3
5,78,Miller,72.00000002,1,1,0,0,1,0,151965.9999,0.059073045,0.2,1,7200,2
8,25,Coors,144,0,1,0,0,1,0,140427,0.05722886,0.981818181,58.93000001,120816.0005,2
11,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.06718532,0.854545454,1,19296.00001,3
5,11,Bud,144,1,1,0,0,1,0,151079.0003,0.058273703,0.981818181,90.28,85967.99974,2
4,72,Miller,95.99999998,0,1,0,0,0,1,15313,0.036744113,0.4,1,7584,1
1,25,Coors,144,0,1,0,0,1,0,140427,0.057322693,0.981818181,94.49999995,119663.9995,1
10,80,Miller,240.0000001,1,1,0,0,1,0,151965.9999,0.032308194,0.036363636,1,8400.000001,3
1,72,Miller,95.99999998,0,1,0,0,0,1,15313,0.036711246,0.4,1,7872.000002,1
5,30,Corona,144,1,1,0,0,0,1,38192.00005,0.098392188,0.981818181,12.44,210239.9991,2
4,33,Corona,144,1,1,0,0,1,0,5342.000002,0.098669049,0.963636363,17.6,67679.99971,1
4,12,Bud,63.99999998,1,1,0,0,1,0,151079.0003,0.077785884,0.2,1,1280,1
11,69,Michelbob,72.00000002,1,0,1,0,1,0,1,0.072280754,0.509090909,1,8567.999999,3
4,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.067788884,0.963636363,1,15912.00001,1
4,81,Miller,144,1,1,0,0,1,0,151965.9999,0.058270533,0.945454545,51.18000001,40464.00004,1
7,40,Heineken,288.0000001,1,0,0,1,0,1,58738.00025,0.091391852,0.090909091,1,1440.000001,2
1,76,Miller,144,0,1,0,0,0,1,15313,0.044189194,0.8,1,21743.99999,1
10,61,Michelbob,144,1,0,0,1,0,1,785.0000002,0.05908279,0.618181818,1,13536,3
4,62,Michelbob,72.00000002,1,1,0,0,1,0,2205,0.071424129,0.727272727,11.13999999,9935.999998,1
11,2,Amstel,72.00000002,1,0,1,0,1,0,14758.00001,0.10069182,0.890909091,76.50000001,17928.00001,3
1,64,Michelbob,144,1,1,0,0,1,0,2205,0.059911694,0.963636363,59.99999999,43199.99982,1
11,61,Michelbob,144,1,0,0,1,0,1,785.0000002,0.060404235,0.563636363,1,12528,3
11,8,Bud,72.00000002,0,1,0,0,1,0,151079.0003,0.067910918,0.418181818,1,5112,3
7,2,Amstel,72.00000002,1,0,1,0,1,0,14758.00001,0.09694943,0.854545454,72.00999998,14904,2
11,30,Corona,144,1,1,0,0,0,1,38192.00005,0.097847042,0.981818181,96.40000004,166032,3
5,72,Miller,95.99999998,0,1,0,0,0,1,15313,0.036391727,0.381818182,1,8832.000004,2
8,38,Heineken,144,1,0,0,1,0,1,58738.00025,0.098411726,0.963636363,96.40000004,100080.0005,2
11,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.061043851,0.781818181,1,19727.99999,3
11,39,Heineken,72.00000002,1,0,0,1,0,1,58738.00025,0.101545681,0.963636363,77.16,38952.00008,3
8,24,Coors,72.00000002,0,1,0,0,1,0,140427,0.06715522,0.909090909,1,17495.99999,2
14,63,Michelbob,144,0,1,0,0,1,0,2205,0.060228748,0.145454545,1,2736.000001,4
1,80,Miller,240.0000001,1,1,0,0,1,0,151965.9999,0.02434047,0.036363636,1,4319.999999,1
14,28,Coors,72.00000002,1,1,0,0,1,0,140427,0.067190234,1,1,32039.99996,4
8,67,Michelbob,72.00000002,1,1,0,0,1,0,39337.99993,0.072300506,0.8,1,16632.00001,2
14,71,Miller,144,1,1,0,0,0,1,85000.99999,0.056546055,0.472727273,2.750000001,8207.999997,4
13,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.099222308,0.818181819,20.92,33984.00018,4
13,26,Coors,144,1,1,0,0,1,0,140427,0.060322689,1,1,79200.00017,4
14,8,Bud,72.00000002,0,1,0,0,1,0,151079.0003,0.067694935,0.436363636,1,5903.999998,4
8,2,Amstel,72.00000002,1,0,1,0,1,0,14758.00001,0.096591639,0.8,70.01,17424,2
10,11,Bud,144,1,1,0,0,1,0,151079.0003,0.059689196,0.981818181,92.47000004,74304.00037,3
10,19,Bud,144,1,1,0,0,0,1,124692.0005,0.058492392,0.981818181,97.12999996,52127.99993,3
2,61,Michelbob,144,1,0,0,1,0,1,785.0000002,0.059449848,0.363636364,1,8207.999997,1
13,28,Coors,72.00000002,1,1,0,0,1,0,140427,0.067438982,0.981818181,1,28295.99997,4
5,75,Miller,72.00000002,1,1,0,0,0,1,15313,0.048149423,0.4,1,6408.000002,2
14,9,Bud,72.00000002,1,1,0,0,1,0,151079.0003,0.066902667,0.909090909,1,22751.99994,4
2,26,Coors,144,1,1,0,0,1,0,140427,0.057979545,0.981818181,93.76999996,83664.0003,1
14,68,Michelbob,144,1,1,0,0,1,0,1,0.061843714,0.945454545,1,59183.99976,4
8,23,Coors,144,0,1,0,0,0,1,6358.999998,0.057328869,0.418181818,59.81999999,4895.999999,2
14,23,Coors,144,0,1,0,0,0,1,6358.999998,0.060240118,0.363636364,1,5327.999999,4
1,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.098979461,0.818181819,20.59,27936.00004,1
4,23,Coors,144,0,1,0,0,0,1,6358.999998,0.058086014,0.581818182,43.30999999,7487.999999,1
14,70,Miller,144,1,1,0,0,0,1,85000.99999,0.060743843,0.527272727,11.71,12095.99999,4
14,15,Bud,216,0,0,0,1,0,1,1,0.058969697,0.2,1,3240.000001,4
11,42,Heineken,72.00000002,0,0,0,1,0,1,58738.00025,0.101397752,0.727272727,74.62000002,11736,3
7,76,Miller,144,0,1,0,0,0,1,15313,0.044371214,0.709090909,1,21887.99999,2
1,38,Heineken,144,1,0,0,1,0,1,58738.00025,0.098407289,0.981818181,11.29,85392.00012,1
14,41,Heineken,144,0,0,0,1,0,1,58738.00025,0.098007258,0.945454545,12.28,37007.99983,4
1,1,Amstel,144,0,0,1,0,1,0,14758.00001,0.097976394,0.509090909,8.999999997,7200,1
5,61,Michelbob,144,1,0,0,1,0,1,785.0000002,0.056844729,0.618181818,80.34999999,26496.00007,2
7,39,Heineken,72.00000002,1,0,0,1,0,1,58738.00025,0.09696234,0.963636363,78.11000003,34920,2
1,75,Miller,72.00000002,1,1,0,0,0,1,15313,0.048463621,0.4,1,4319.999999,1
5,62,Michelbob,72.00000002,1,1,0,0,1,0,2205,0.071258541,0.727272727,1,10296,2
10,10,Bud,144,0,1,0,0,1,0,151079.0003,0.058731546,0.945454545,95.57999999,66383.99983,3
7,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.099405676,0.836363636,21.4,36000.00009,2
1,40,Heineken,288.0000001,1,0,0,1,0,1,58738.00025,0.091391852,0.018181818,1,576.0000002,1
1,30,Corona,144,1,1,0,0,0,1,38192.00005,0.097982267,0.981818181,15.69999999,118512,1
10,70,Miller,144,1,1,0,0,0,1,85000.99999,0.059819004,0.454545455,1,8207.999997,3
11,11,Bud,144,1,1,0,0,1,0,151079.0003,0.060232423,0.981818181,100.01,72720.00008,3
14,79,Miller,144,1,1,0,0,1,0,151965.9999,0.061343579,1,20.86000001,63072,4
13,40,Heineken,288.0000001,1,0,0,1,0,1,58738.00025,0.091391852,0.181818182,1,4319.999999,4
11,68,Michelbob,144,1,1,0,0,1,0,1,0.061718968,0.927272727,1,47808.00007,3
1,2,Amstel,72.00000002,1,0,1,0,1,0,14758.00001,0.100453284,0.709090909,1,8424.000002,1
13,74,Miller,95.99999998,1,1,0,0,1,0,15313,0.034755689,0.054545455,1,1152,4
10,71,Miller,144,1,1,0,0,0,1,85000.99999,0.054926301,0.4,1,5040,3
5,77,Miller,144,1,1,0,0,1,0,15313,0.043581837,0.254545454,1,6912.000004,2
13,78,Miller,72.00000002,1,1,0,0,1,0,151965.9999,0.059592205,0.181818182,1,6840.000003,4
14,24,Coors,72.00000002,0,1,0,0,1,0,140427,0.06807453,0.927272727,1,22464.00007,4
10,23,Coors,144,0,1,0,0,0,1,6358.999998,0.058624588,0.418181818,1,5616.000002,3
7,7,Bud,63.99999998,1,1,0,0,0,1,124692.0005,0.078060883,0.090909091,1,447.9999998,2
14,75,Miller,72.00000002,1,1,0,0,0,1,15313,0.049218139,0.490909091,1,6479.999998,4
7,10,Bud,144,0,1,0,0,1,0,151079.0003,0.057528913,0.981818181,52.22999998,69983.99976,2
10,39,Heineken,72.00000002,1,0,0,1,0,1,58738.00025,0.099169176,0.963636363,76.41000003,39527.99998,3
8,31,Corona,72.00000002,1,1,0,0,0,1,38192.00005,0.098760725,0.981818181,88.99000001,46152.00019,2
1,62,Michelbob,72.00000002,1,1,0,0,1,0,2205,0.071794709,0.745454545,1,7343.999998,1
2,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.065515737,0.909090909,1,17567.99999,1
11,75,Miller,72.00000002,1,1,0,0,0,1,15313,0.048964809,0.4,1,6552.000003,3
11,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.06786266,0.945454545,1,19008,3
4,79,Miller,144,1,1,0,0,1,0,151965.9999,0.060245381,0.909090909,64.41000003,53135.99981,1
2,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.067921818,0.927272727,1,16128,1
11,62,Michelbob,72.00000002,1,1,0,0,1,0,2205,0.071977721,0.709090909,1,10152,3
14,12,Bud,63.99999998,1,1,0,0,1,0,151079.0003,0.079597246,0.2,1,1344,4
10,1,Amstel,144,0,0,1,0,1,0,14758.00001,0.098473127,0.418181818,98.82999996,6624,3
10,41,Heineken,144,0,0,0,1,0,1,58738.00025,0.098322993,0.909090909,97.57999996,33696.00017,3
5,18,Bud,144,0,1,0,0,0,1,124692.0005,0.057211384,0.981818181,97.35000002,90863.99981,2
2,19,Bud,144,1,1,0,0,0,1,124692.0005,0.057151929,0.981818181,96.53000001,54719.99987,1
10,44,Heineken,72.00000002,1,0,0,0,0,0,1,0.098841393,0.618181818,82.11000002,6479.999998,3
2,2,Amstel,72.00000002,1,0,1,0,1,0,14758.00001,0.100734696,0.763636364,1,9792.000002,1
4,64,Michelbob,144,1,1,0,0,1,0,2205,0.061714789,0.981818181,65.98000001,68255.99991,1
2,40,Heineken,288.0000001,1,0,0,1,0,1,58738.00025,0.091391852,0.109090909,1,2592.000001,1
13,73,Miller,144,1,1,0,0,0,1,15313,0.046735596,0.890909091,1,43488.00013,4
14,30,Corona,144,1,1,0,0,0,1,38192.00005,0.098309972,1,13.24999999,257472.0012,4
7,64,Michelbob,144,1,1,0,0,1,0,2205,0.06110452,0.945454545,65.76999998,65807.99997,2
8,76,Miller,144,0,1,0,0,0,1,15313,0.04445915,0.8,1,25056.00003,2
10,25,Coors,144,0,1,0,0,1,0,140427,0.058386184,0.981818181,1,99503.99967,3
4,14,Bud,216,1,0,0,1,0,1,1,0.062444218,0.345454545,101,10368,1
10,66,Michelbob,144,0,1,0,0,1,0,39337.99993,0.061455724,0.818181819,1,28944.00007,3
8,41,Heineken,144,0,0,0,1,0,1,58738.00025,0.098127229,0.945454545,98.41999996,27936.00004,2
14,39,Heineken,72.00000002,1,0,0,1,0,1,58738.00025,0.101373117,0.981818181,1,38592,4
10,32,Corona,72.00000002,1,1,0,0,1,0,5342.000002,0.102076354,0.945454545,1,19656,3
2,17,Bud,95.99999998,0,1,0,0,0,1,124692.0005,0.047247428,0.072727273,1,864.0000002,1
4,63,Michelbob,144,0,1,0,0,1,0,2205,0.062040408,0.163636364,88.5,4607.999998,1
10,67,Michelbob,72.00000002,1,1,0,0,1,0,39337.99993,0.07230635,0.818181819,1,23688.00001,3
2,18,Bud,144,0,1,0,0,0,1,124692.0005,0.056970521,0.981818181,94.81000001,76751.99971,1
4,71,Miller,144,1,1,0,0,0,1,85000.99999,0.054677311,0.454545455,72.74000003,6624,1
8,81,Miller,144,1,1,0,0,1,0,151965.9999,0.056218271,0.927272727,44.58,37007.99983,2
5,23,Coors,144,0,1,0,0,0,1,6358.999998,0.058059744,0.509090909,97.00000005,7200,2
7,75,Miller,72.00000002,1,1,0,0,0,1,15313,0.048992322,0.436363636,1,6336.000003,2
10,79,Miller,144,1,1,0,0,1,0,151965.9999,0.060288405,0.890909091,1,47232.0001,3
5,28,Coors,72.00000002,1,1,0,0,1,0,140427,0.066508111,0.981818181,1,26135.99991,2
14,19,Bud,144,1,1,0,0,0,1,124692.0005,0.059527387,1,7.790000001,72143.99995,4
13,80,Miller,240.0000001,1,1,0,0,1,0,151965.9999,0.038949761,0.090909091,1,6959.999998,4
8,32,Corona,72.00000002,1,1,0,0,1,0,5342.000002,0.098779123,0.981818181,89.06000001,24119.99998,2
4,67,Michelbob,72.00000002,1,1,0,0,1,0,39337.99993,0.072101641,0.763636364,15.51,18360,1
4,7,Bud,63.99999998,1,1,0,0,0,1,124692.0005,0.0779169,0.109090909,1,384.0000002,1
1,73,Miller,144,1,1,0,0,0,1,15313,0.043765705,0.836363636,4.04,33120.00005,1
11,78,Miller,72.00000002,1,1,0,0,1,0,151965.9999,0.059486254,0.181818182,1,5760.000002,3
8,44,Heineken,72.00000002,1,0,0,0,0,0,1,0.097238625,0.618181818,91.98999996,7991.999997,2
11,77,Miller,144,1,1,0,0,1,0,15313,0.044264128,0.218181818,1,5903.999998,3
8,66,Michelbob,144,0,1,0,0,1,0,39337.99993,0.060731786,0.854545454,67.54999997,39600.00011,2
11,66,Michelbob,144,0,1,0,0,1,0,39337.99993,0.061478668,0.818181819,1,31823.99997,3
14,31,Corona,72.00000002,1,1,0,0,0,1,38192.00005,0.110444838,1,1,61704.00015,4
5,80,Miller,240.0000001,1,1,0,0,1,0,151965.9999,0.031652887,0.036363636,1,10080,2
14,64,Michelbob,144,1,1,0,0,1,0,2205,0.060933416,0.981818181,1,67968.00033,4
4,80,Miller,240.0000001,1,1,0,0,1,0,151965.9999,0.025939451,0.036363636,1,6720.000003,1
4,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.099564168,0.781818181,21.98,32255.99995,1
4,66,Michelbob,144,0,1,0,0,1,0,39337.99993,0.062843751,0.872727273,62.85,38880.00006,1
4,2,Amstel,72.00000002,1,0,1,0,1,0,14758.00001,0.099606683,0.836363636,74.74999998,18648.00001,1
5,26,Coors,144,1,1,0,0,1,0,140427,0.057830602,0.981818181,92.78999997,131615.9999,2
8,42,Heineken,72.00000002,0,0,0,1,0,1,58738.00025,0.098107926,0.672727272,75.61999997,9360.000005,2
1,79,Miller,144,1,1,0,0,1,0,151965.9999,0.061900262,0.927272727,80.46000004,63792.00002,1
5,33,Corona,144,1,1,0,0,1,0,5342.000002,0.098444316,0.963636363,17.27,97344.00043,2
7,31,Corona,72.00000002,1,1,0,0,0,1,38192.00005,0.098493345,0.981818181,92,45575.99995,2
4,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.065775089,0.890909091,1,17208,1
5,63,Michelbob,144,0,1,0,0,1,0,2205,0.062227626,0.181818182,77.91999997,5616.000002,2
13,63,Michelbob,144,0,1,0,0,1,0,2205,0.060332056,0.163636364,1,2880,4
4,78,Miller,72.00000002,1,1,0,0,1,0,151965.9999,0.058130936,0.181818182,1,5616.000002,1
11,9,Bud,72.00000002,1,1,0,0,1,0,151079.0003,0.066741039,0.909090909,1,18360,3
11,14,Bud,216,1,0,0,1,0,1,1,0.057777478,0.254545454,1,3672.000001,3
5,64,Michelbob,144,1,1,0,0,1,0,2205,0.06186393,0.963636363,65.07000003,81359.99994,2
7,18,Bud,144,0,1,0,0,0,1,124692.0005,0.057367616,0.963636363,57.62000002,85967.99974,2
5,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.067768464,0.927272727,1,20088,2
11,79,Miller,144,1,1,0,0,1,0,151965.9999,0.060725182,0.945454545,1,43775.99996,3
1,41,Heineken,144,0,0,0,1,0,1,58738.00025,0.098298839,0.854545454,8.320000001,23616.00006,1
5,44,Heineken,72.00000002,1,0,0,0,0,0,1,0.098861579,0.672727272,80.83000002,8567.999999,2
1,23,Coors,144,0,1,0,0,0,1,6358.999998,0.057302543,0.381818182,98.62000002,6048.000001,1
10,69,Michelbob,72.00000002,1,0,1,0,1,0,1,0.072691437,0.509090909,1,7631.999999,3
13,38,Heineken,144,1,0,0,1,0,1,58738.00025,0.097884707,1,7.29,98496.00028,4
14,42,Heineken,72.00000002,0,0,0,1,0,1,58738.00025,0.101858084,0.672727272,1,12456.00001,4
2,15,Bud,216,0,0,0,1,0,1,1,0.062444218,0.181818182,101,4968.000002,1
4,61,Michelbob,144,1,0,0,1,0,1,785.0000002,0.057166169,0.618181818,80.72,20592,1
4,42,Heineken,72.00000002,0,0,0,1,0,1,58738.00025,0.100465721,0.636363636,68.90999997,9648,1
4,75,Miller,72.00000002,1,1,0,0,0,1,15313,0.048137019,0.4,1,6048.000001,1
2,76,Miller,144,0,1,0,0,0,1,15313,0.044341837,0.781818181,1,23471.99999,1
4,39,Heineken,72.00000002,1,0,0,1,0,1,58738.00025,0.098504819,0.963636363,80.19000001,35639.99994,1
5,76,Miller,144,0,1,0,0,0,1,15313,0.044414879,0.854545454,1,27647.99996,2
10,68,Michelbob,144,1,1,0,0,1,0,1,0.061939147,0.872727273,1,51263.99998,3
13,32,Corona,72.00000002,1,1,0,0,1,0,5342.000002,0.110579865,0.963636363,1,20952,4
10,12,Bud,63.99999998,1,1,0,0,1,0,151079.0003,0.079223433,0.163636364,1,1600,3
11,65,Michelbob,144,1,1,0,0,1,0,39337.99993,0.06121068,0.981818181,1,93887.99986,3
2,38,Heineken,144,1,0,0,1,0,1,58738.00025,0.098496664,0.981818181,13.19,93312.00038,1
10,73,Miller,144,1,1,0,0,0,1,15313,0.044695763,0.872727273,1,39312.00021,3
13,69,Michelbob,72.00000002,1,0,1,0,1,0,1,0.072629349,0.527272727,1,7920.000002,4
8,71,Miller,144,1,1,0,0,0,1,85000.99999,0.053299122,0.381818182,48.22000001,5184,2
5,71,Miller,144,1,1,0,0,0,1,85000.99999,0.052414872,0.4,64.89000002,5184,2
13,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.067930579,0.872727273,1,20808,4
5,68,Michelbob,144,1,1,0,0,1,0,1,0.070493546,0.036363636,1,5040,2
14,18,Bud,144,0,1,0,0,0,1,124692.0005,0.059880314,1,5.48,93312.00038,4
1,81,Miller,144,1,1,0,0,1,0,151965.9999,0.058002251,0.909090909,72.11000001,38880.00006,1
7,74,Miller,95.99999998,1,1,0,0,1,0,15313,0.039999591,0.036363636,1,1248,2
8,19,Bud,144,1,1,0,0,0,1,124692.0005,0.057338126,0.963636363,95.62999997,69696.00026,2
5,39,Heineken,72.00000002,1,0,0,1,0,1,58738.00025,0.097301094,0.981818181,76.78999997,43416.00018,2
13,30,Corona,144,1,1,0,0,0,1,38192.00005,0.098155621,1,12.01,166032,4
10,14,Bud,216,1,0,0,1,0,1,1,0.057018274,0.181818182,1,3888.000002,3
14,22,Coors,48.00000002,0,1,0,0,0,1,6358.999998,0.074430972,0.381818182,1,2448.000001,4
4,22,Coors,48.00000002,0,1,0,0,0,1,6358.999998,0.076667199,0.309090909,1,2064.000001,1
2,67,Michelbob,72.00000002,1,1,0,0,1,0,39337.99993,0.072232876,0.781818181,13.33,21023.99999,1
11,41,Heineken,144,0,0,0,1,0,1,58738.00025,0.098143866,0.890909091,97.24999995,34559.9999,3
2,66,Michelbob,144,0,1,0,0,1,0,39337.99993,0.06165321,0.836363636,1,28080.00005,1
4,1,Amstel,144,0,0,1,0,1,0,14758.00001,0.098282915,0.454545455,16.09,7631.999999,1
10,22,Coors,48.00000002,0,1,0,0,0,1,6358.999998,0.069408671,0.327272727,1,1872,3
2,39,Heineken,72.00000002,1,0,0,1,0,1,58738.00025,0.101676245,0.963636363,1,24840.0001,1
13,33,Corona,144,1,1,0,0,1,0,5342.000002,0.098426201,0.945454545,13.42000001,70704.00019,4
10,31,Corona,72.00000002,1,1,0,0,0,1,38192.00005,0.103585503,0.963636363,1,37439.99998,3
2,14,Bud,216,1,0,0,1,0,1,1,0.055601318,0.218181818,101,4968.000002,1
1,77,Miller,144,1,1,0,0,1,0,15313,0.043647343,0.272727273,1,5471.999998,1
8,17,Bud,95.99999998,0,1,0,0,0,1,124692.0005,0.0515534,0.090909091,1,1248,2
14,74,Miller,95.99999998,1,1,0,0,1,0,15313,0.034755689,0.036363636,1,672.0000003,4
5,69,Michelbob,72.00000002,1,0,1,0,1,0,1,0.072420431,0.036363636,1,504,2
